87,13027,13027,13059, 6
90,13036,13036,13063, 5
91,13045,13045,13069, 4
92,17024,17024,17036, 2
93,17038,17038,17060, 4
94,17062,17070,17087, 3
96,17089,17089,17101, 2
95,17086,17086,17113, 5
97,17115,17115,17142, 5
98,17144,17152,17169, 3
99,17171,17171,17198, 5
102,26034,26034,26051, 3
101,26030,26030,26052, 4
100,26026,26026,26061, 5
103,26053,26053,26065, 2
104,26054,26054,26066, 2
105,26063,26063,26075, 2
106,26067,26075,26087, 2
110,26082,26082,26094, 2
109,26080,26080,26102, 4
107,26068,26084,26104, 3
112,26089,26089,26106, 3
111,26088,26088,26110, 4
108,26077,26093,26115, 4
113,26096,26096,26118, 4
114,26104,26104,26126, 4
115,26106,26106,26128, 4
116,26112,26112,26134, 4
117,26117,26117,26144, 5
118,26120,26128,26145, 3
119,26126,26126,26153, 5
120,26128,26136,26153, 3
123,26148,26148,26155, 1
122,26147,26147,26159, 2
121,26136,26144,26161, 3
124,26155,26155,26177, 4
125,26155,26155,26177, 4
126,26157,26157,26179, 4
127,26163,26163,26185, 4
128,26179,26187,26199, 2
130,26190,26190,26207, 3
129,26181,26196,26219, 4
133,26221,26221,26228, 1
131,26201,26201,26228, 5
132,26209,26209,26231, 4
134,26233,26241,26263, 4
135,26265,26265,26282, 3
136,46800,46800,46807, 1
137,46800,46800,46817, 3
138,46809,46809,46821, 2
139,46810,46810,46822, 2
142,46822,46822,46839, 3
143,46823,46831,46843, 2
140,46819,46819,46846, 5
141,46822,46822,46849, 5
145,46832,46832,46849, 3
144,46824,46824,46851, 5
151,46845,46845,46852, 1
148,46838,46838,46855, 3
147,46838,46838,46860, 4
146,46834,46834,46861, 5
149,46841,46841,46863, 4
150,46844,46844,46866, 4
153,46850,46850,46867, 3
158,46857,46857,46869, 2
156,46852,46852,46869, 3
155,46851,46851,46873, 4
154,46851,46851,46877, 4
159,46862,46862,46879, 3
160,46863,46863,46881, 2
152,46848,46856,46883, 5
170,46882,46882,46889, 1
162,46868,46868,46890, 4
163,46869,46869,46891, 4
157,46853,46865,46897, 6
165,46871,46871,46898, 5
164,46871,46883,46898, 2
173,46885,46885,46902, 3
177,46891,46891,46903, 2
161,46865,46874,46906, 4
172,46884,46884,46906, 4
175,46888,46890,46908, 3
174,46888,46888,46910, 4
169,46881,46889,46911, 4
166,46874,46874,46913, 7
180,46899,46899,46914, 2
182,46900,46900,46918, 3
176,46890,46890,46918, 4
186,46910,46910,46922, 2
184,46908,46908,46925, 3
167,46875,46902,46926, 4
189,46915,46915,46927, 2
168,46879,46911,46933, 4
185,46908,46908,46935, 5
188,46913,46913,46935, 4
187,46912,46912,46939, 5
190,46918,46918,46940, 4
193,46928,46928,46945, 3
191,46920,46920,46947, 5
171,46883,46922,46948, 4
178,46892,46931,46958, 5
196,46935,46935,46962, 5
200,46946,46946,46963, 3
201,46946,46946,46964, 3
199,46942,46942,46964, 4
179,46893,46942,46967, 4
181,46900,46951,46971, 3
209,46966,46966,46973, 1
195,46934,46934,46975, 7
204,46954,46954,46976, 4
207,46965,46965,46977, 2
210,46966,46966,46978, 2
208,46966,46966,46978, 2
183,46905,46960,46981, 2
192,46924,46969,46981, 2
206,46960,46960,46982, 4
203,46950,46950,46985, 5
212,46969,46969,46986, 3
213,46970,46970,46987, 3
214,46972,46972,46989, 3
223,46983,46983,46990, 1
215,46973,46973,46990, 3
216,46975,46975,46997, 4
217,46977,46977,46999, 4
224,46983,46983,47000, 3
220,46980,46980,47002, 4
227,46988,46988,47005, 3
218,46978,46978,47005, 5
228,46989,46989,47006, 3
222,46980,46980,47007, 5
225,46986,46986,47013, 5
198,46941,47002,47016, 2
197,46937,46993,47016, 4
194,46929,46984,47016, 6
234,47007,47007,47019, 2
226,46986,46986,47020, 6
233,47004,47004,47021, 3
230,46994,46994,47022, 5
229,46991,46991,47025, 5
236,47008,47016,47033, 3
232,47001,47010,47034, 4
238,47015,47015,47037, 4
202,46949,47013,47037, 4
243,47022,47022,47039, 3
239,47018,47018,47040, 4
240,47018,47018,47041, 4
244,47023,47031,47043, 2
245,47024,47024,47046, 4
205,46956,47014,47048, 5
247,47035,47035,47052, 3
241,47018,47018,47055, 7
211,46966,47030,47059, 5
250,47039,47039,47061, 4
219,46979,47039,47062, 4
221,46980,47050,47064, 2
252,47045,47045,47067, 4
253,47048,47056,47068, 2
251,47041,47049,47071, 4
248,47036,47036,47073, 7
254,47050,47050,47077, 5
256,47064,47064,47081, 3
257,47066,47066,47083, 3
255,47061,47061,47083, 4
231,46999,47059,47084, 4
261,47086,47086,47093, 1
235,47007,47068,47093, 4
258,47070,47070,47097, 5
237,47009,47078,47102, 4
259,47073,47073,47105, 6
242,47021,47091,47108, 2
263,47104,47104,47116, 2
246,47027,47100,47117, 3
262,47095,47095,47117, 4
264,47110,47110,47127, 3
260,47079,47121,47130, 1
265,47119,47119,47136, 3
249,47039,47112,47146, 6
266,47132,47132,47159, 5
267,47148,47148,47175, 5
268,50504,50504,50531, 5
269,50533,50533,50555, 4
270,50557,50565,50597, 6
271,50599,50599,50626, 5
272,51738,51738,51745, 1
274,51747,51748,51765, 3
276,51747,51754,51766, 2
275,51747,51753,51769, 2
273,51747,51747,51769, 4
279,51747,51766,51778, 2
291,51768,51768,51780, 2
277,51747,51760,51782, 4
292,51771,51771,51783, 2
278,51747,51763,51784, 3
290,51767,51767,51788, 3
294,51780,51780,51792, 2
282,51747,51778,51795, 3
280,51747,51772,51799, 5
281,51747,51773,51799, 4
296,51786,51786,51803, 3
293,51771,51779,51805, 4
283,51747,51783,51805, 4
286,51747,51790,51812, 4
295,51784,51784,51813, 4
300,51807,51807,51814, 1
284,51747,51784,51816, 6
285,51747,51789,51816, 5
289,51764,51801,51818, 3
288,51756,51796,51818, 4
297,51797,51797,51821, 3
287,51747,51795,51822, 5
299,51801,51801,51823, 4
306,51820,51821,51828, 1
298,51801,51801,51831, 5
305,51820,51820,51832, 2
301,51807,51807,51833, 4
308,51820,51827,51839, 2
302,51814,51814,51841, 4
323,51820,51827,51844, 3
304,51818,51818,51845, 5
320,51820,51820,51847, 5
307,51820,51826,51848, 4
309,51820,51832,51849, 3
335,51824,51824,51851, 5
321,51820,51821,51853, 6
303,51818,51818,51855, 6
322,51820,51826,51857, 5
326,51820,51839,51857, 3
310,51820,51833,51858, 4
339,51846,51846,51859, 2
324,51820,51833,51860, 5
312,51820,51842,51860, 3
341,51850,51850,51863, 2
325,51820,51836,51865, 4
330,51820,51859,51866, 1
338,51841,51843,51867, 4
311,51820,51838,51869, 5
313,51820,51848,51870, 4
344,51859,51859,51871, 2
328,51820,51849,51871, 3
327,51820,51846,51872, 4
329,51820,51856,51872, 2
314,51820,51849,51879, 5
316,51820,51858,51881, 4
337,51834,51842,51888, 4
334,51820,51876,51888, 2
317,51820,51864,51891, 5
340,51849,51859,51892, 4
331,51820,51865,51892, 5
332,51820,51866,51892, 4
333,51820,51871,51892, 3
315,51820,51854,51894, 6
347,51862,51862,51898, 4
336,51830,51878,51900, 3
342,51851,51851,51906, 3
318,51820,51865,51906, 6
358,51890,51890,51907, 3
349,51867,51867,51908, 3
319,51820,51870,51909, 7
343,51855,51880,51914, 3
348,51862,51862,51916, 5
361,51894,51894,51916, 4
355,51874,51874,51922, 3
353,51873,51873,51926, 4
352,51872,51872,51932, 4
354,51874,51874,51936, 5
357,51883,51883,51942, 6
364,51894,51894,51946, 4
366,51908,51908,51952, 4
359,51890,51890,51956, 5
367,51911,51911,51962, 5
363,51894,51894,51966, 5
360,51893,51893,51972, 5
346,51860,51860,51976, 2
345,51859,51859,51982, 2
351,51871,51871,51986, 3
362,51894,51894,51992, 6
356,51881,51881,51996, 3
365,51896,51896,52002, 4
350,51868,51881,52006, 4
370,60422,60422,60434, 2
368,60414,60414,60436, 4
369,60422,60422,60444, 4
372,60438,60438,60455, 3
373,60446,60446,60458, 2
371,60436,60436,60458, 4
374,60448,60448,60460, 2
375,60454,60454,60476, 4
376,60457,60465,60477, 2
381,60466,60466,60483, 3
379,60462,60462,60484, 4
378,60460,60468,60485, 3
380,60464,60464,60486, 4
383,60478,60478,60490, 2
382,60478,60478,60495, 3
377,60460,60468,60495, 5
387,60487,60487,60499, 2
384,60479,60479,60503, 4
391,60497,60497,60507, 1
388,60488,60488,60510, 4
389,60492,60492,60511, 3
386,60486,60494,60511, 3
385,60485,60485,60512, 5
393,60502,60502,60519, 3
392,60497,60497,60520, 4
397,60513,60513,60527, 2
390,60492,60500,60527, 5
401,60518,60518,60530, 2
394,60509,60517,60534, 3
403,60522,60522,60535, 2
402,60521,60524,60536, 2
404,60524,60524,60538, 2
399,60516,60516,60543, 4
407,60532,60532,60544, 2
395,60512,60520,60545, 3
396,60513,60518,60545, 5
406,60530,60530,60546, 2
398,60514,60522,60549, 5
405,60529,60529,60551, 4
400,60516,60521,60554, 4
412,60545,60545,60557, 2
411,60540,60540,60559, 1
409,60537,60537,60559, 4
413,60546,60546,60562, 2
417,60548,60551,60563, 2
418,60550,60550,60567, 3
410,60538,60546,60568, 4
408,60536,60536,60570, 3
414,60546,60554,60572, 3
420,60556,60557,60574, 3
419,60551,60551,60575, 3
415,60547,60547,60578, 4
421,60558,60558,60583, 4
422,60559,60567,60584, 3
426,60562,60562,60586, 3
427,60564,60574,60587, 2
424,60561,60573,60587, 2
430,60570,60570,60591, 3
428,60565,60573,60591, 3
416,60547,60555,60592, 7
423,60560,60560,60595, 5
432,60576,60584,60596, 2
425,60561,60569,60598, 5
433,60585,60585,60602, 3
429,60569,60581,60603, 4
436,60588,60588,60604, 2
431,60574,60574,60605, 2
437,60588,60588,60605, 3
442,60597,60597,60610, 2
440,60593,60598,60612, 2
448,60606,60606,60613, 1
438,60589,60597,60615, 3
439,60589,60598,60620, 2
434,60586,60586,60621, 4
435,60588,60588,60628, 3
441,60594,60594,60629, 3
455,60615,60615,60633, 3
446,60604,60612,60634, 4
449,60606,60607,60635, 5
443,60598,60598,60636, 4
445,60600,60600,60637, 4
447,60605,60613,60641, 4
450,60607,60615,60642, 5
453,60612,60620,60643, 4
444,60600,60600,60644, 2
452,60612,60612,60645, 2
459,60630,60630,60647, 3
451,60608,60614,60652, 4
454,60614,60616,60653, 3
464,60639,60639,60656, 3
463,60638,60638,60660, 3
461,60636,60636,60661, 4
468,60647,60647,60664, 3
462,60637,60645,60667, 4
457,60624,60624,60668, 4
456,60617,60621,60669, 2
470,60654,60654,60676, 3
471,60654,60654,60676, 4
458,60630,60630,60677, 2
472,60655,60655,60677, 4
467,60645,60646,60684, 5
476,60662,60662,60684, 4
475,60660,60660,60685, 2
481,60670,60670,60687, 3
484,60679,60679,60691, 2
477,60666,60666,60692, 4
466,60644,60644,60695, 3
473,60658,60666,60698, 6
487,60687,60687,60699, 2
485,60679,60687,60699, 2
478,60666,60674,60700, 4
480,60670,60670,60700, 3
482,60678,60678,60700, 4
474,60660,60660,60703, 4
490,60693,60701,60708, 1
479,60669,60669,60710, 2
492,60700,60700,60713, 2
496,60702,60702,60718, 2
494,60701,60712,60719, 1
491,60694,60694,60721, 5
497,60702,60702,60724, 4
501,60710,60710,60726, 2
500,60705,60705,60727, 4
502,60715,60715,60727, 2
488,60689,60697,60729, 6
460,60635,60643,60730, 3
465,60643,60644,60734, 3
503,60718,60718,60738, 2
504,60721,60721,60742, 2
512,60732,60732,60746, 2
513,60732,60732,60750, 1
469,60649,60722,60752, 5
506,60723,60731,60753, 4
495,60701,60701,60754, 3
483,60678,60686,60754, 5
510,60729,60737,60755, 3
518,60746,60746,60758, 2
489,60692,60692,60762, 4
505,60722,60722,60766, 3
508,60726,60734,60767, 6
517,60740,60749,60770, 1
524,60757,60757,60774, 2
511,60731,60731,60778, 4
486,60686,60695,60779, 6
509,60729,60743,60780, 7
520,60754,60754,60782, 3
498,60702,60744,60783, 6
507,60726,60745,60786, 4
519,60748,60769,60786, 3
523,60756,60756,60790, 4
522,60755,60755,60794, 4
499,60704,60704,60798, 3
528,60769,60769,60802, 3
530,60781,60781,60806, 3
535,60788,60796,60808, 2
531,60782,60782,60810, 4
515,60736,60736,60814, 4
536,60790,60790,60818, 4
493,60700,60700,60822, 4
521,60754,60754,60826, 3
533,60785,60785,60830, 3
525,60760,60775,60834, 1
537,60794,60794,60838, 2
514,60734,60734,60842, 1
516,60740,60740,60846, 5
539,60810,60810,60850, 2
526,60764,60833,60850, 3
527,60768,60839,60856, 3
529,60772,60849,60861, 2
534,60788,60856,60863, 1
532,60784,60850,60873, 4
538,60800,60857,60874, 3
548,60863,60863,60875, 2
546,60852,60860,60882, 4
547,60858,60866,60883, 3
540,60816,60862,60884, 4
541,60820,60863,60884, 3
542,60836,60878,60893, 2
550,60875,60883,60895, 2
543,60840,60879,60896, 3
553,60885,60885,60902, 3
552,60884,60884,60906, 4
556,60895,60895,60910, 2
551,60876,60884,60911, 5
545,60848,60887,60913, 4
557,60897,60897,60914, 3
544,60844,60885,60916, 5
555,60886,60894,60917, 4
554,60886,60894,60921, 5
558,60898,60906,60928, 4
549,60865,60905,60929, 4
559,60913,60913,60930, 3
564,60930,60930,60942, 2
563,60923,60923,60945, 4
560,60915,60923,60945, 4
562,60919,60924,60955, 4
561,60918,60926,60959, 5
565,60931,60931,60963, 4
567,60961,60961,60968, 1
566,60947,60947,60974, 5
569,62006,62006,62018, 2
568,62004,62004,62021, 3
571,62022,62022,62039, 3
572,62023,62023,62040, 3
573,62030,62030,62042, 2
570,62020,62020,62042, 4
575,62034,62034,62047, 2
577,62036,62036,62053, 3
574,62032,62032,62055, 4
582,62049,62049,62061, 2
576,62036,62036,62063, 5
578,62041,62041,62063, 4
580,62044,62044,62066, 4
579,62042,62050,62067, 3
581,62044,62052,62070, 3
583,62050,62050,62072, 4
589,62065,62065,62073, 1
584,62055,62055,62077, 4
591,62066,62066,62080, 2
587,62064,62064,62081, 3
585,62057,62057,62081, 4
595,62074,62074,62088, 2
594,62072,62072,62088, 2
586,62063,62071,62089, 3
588,62064,62064,62090, 4
592,62068,62076,62093, 3
593,62069,62069,62096, 3
597,62076,62076,62098, 4
599,62082,62084,62102, 3
605,62092,62092,62104, 2
602,62086,62086,62104, 3
590,62065,62073,62105, 6
606,62095,62095,62107, 2
601,62083,62091,62108, 3
598,62079,62087,62109, 4
596,62075,62083,62110, 5
604,62091,62099,62112, 2
600,62083,62090,62112, 4
603,62090,62098,62115, 3
608,62100,62100,62117, 3
609,62102,62102,62119, 3
612,62106,62106,62123, 3
613,62107,62107,62124, 3
610,62104,62112,62125, 2
615,62111,62111,62128, 3
607,62100,62100,62132, 4
623,62122,62122,62136, 1
622,62121,62121,62138, 3
625,62127,62127,62140, 2
611,62106,62114,62141, 5
619,62116,62119,62144, 3
618,62114,62122,62144, 4
620,62117,62117,62149, 4
616,62112,62113,62152, 3
617,62112,62112,62157, 5
627,62134,62135,62158, 4
632,62146,62147,62159, 2
621,62119,62127,62160, 6
626,62128,62128,62160, 1
628,62138,62141,62163, 4
624,62125,62133,62164, 5
614,62110,62110,62165, 4
633,62146,62146,62168, 3
629,62140,62148,62169, 3
634,62154,62154,62173, 1
640,62162,62162,62174, 2
631,62143,62143,62176, 4
630,62142,62142,62181, 5
644,62174,62174,62186, 2
635,62158,62158,62189, 4
638,62161,62169,62191, 4
639,62162,62169,62194, 4
637,62160,62168,62195, 5
648,62183,62184,62197, 1
645,62175,62183,62201, 3
636,62160,62160,62202, 4
652,62192,62192,62205, 2
643,62171,62171,62213, 3
649,62188,62191,62213, 4
651,62191,62196,62213, 3
641,62165,62173,62219, 4
657,62204,62204,62221, 3
658,62204,62208,62225, 3
661,62214,62214,62227, 2
653,62193,62193,62229, 3
659,62207,62214,62231, 3
655,62199,62207,62234, 5
656,62203,62211,62235, 3
647,62178,62178,62237, 4
663,62215,62226,62238, 2
665,62223,62223,62240, 3
642,62166,62166,62243, 3
664,62221,62221,62245, 1
667,62229,62229,62246, 3
666,62227,62235,62248, 2
670,62239,62239,62252, 2
654,62197,62197,62253, 4
668,62233,62241,62254, 2
662,62215,62223,62258, 5
671,62240,62240,62263, 4
660,62214,62214,62264, 4
672,62242,62250,62268, 3
680,62264,62264,62271, 1
673,62248,62259,62271, 2
678,62260,62260,62272, 2
676,62254,62262,62279, 3
669,62236,62236,62279, 5
674,62250,62250,62280, 4
677,62256,62263,62287, 2
681,62266,62266,62288, 4
684,62273,62273,62288, 2
675,62252,62252,62295, 4
683,62273,62273,62300, 5
646,62176,62284,62304, 2
686,62281,62281,62305, 4
682,62270,62270,62312, 3
698,62306,62306,62313, 1
695,62297,62297,62314, 3
696,62302,62302,62320, 2
685,62274,62274,62321, 4
691,62290,62298,62325, 5
699,62308,62308,62328, 3
688,62286,62286,62329, 4
703,62322,62322,62334, 2
704,62323,62323,62335, 2
650,62190,62190,62336, 3
700,62316,62316,62338, 4
679,62264,62264,62344, 3
690,62290,62290,62346, 3
701,62316,62324,62346, 4
707,62331,62331,62350, 3
708,62336,62344,62351, 1
706,62330,62330,62352, 4
702,62322,62322,62352, 4
692,62292,62292,62354, 3
712,62340,62340,62357, 3
711,62338,62338,62360, 3
710,62338,62338,62360, 3
713,62344,62346,62362, 1
694,62296,62296,62368, 3
689,62290,62290,62370, 5
714,62346,62349,62372, 4
709,62337,62345,62372, 5
720,62354,62361,62373, 2
719,62354,62362,62374, 2
718,62353,62353,62376, 2
687,62286,62286,62378, 5
715,62348,62356,62379, 4
722,62359,62367,62380, 2
724,62362,62370,62387, 3
721,62356,62362,62389, 4
723,62360,62363,62390, 4
717,62352,62360,62392, 6
697,62302,62310,62393, 5
726,62364,62372,62394, 4
727,62368,62368,62398, 3
728,62370,62377,62398, 3
725,62362,62367,62399, 4
732,62375,62383,62401, 3
739,62382,62382,62401, 3
729,62372,62378,62404, 4
730,62374,62382,62405, 4
716,62348,62348,62406, 4
733,62376,62383,62409, 4
735,62380,62380,62414, 4
744,62392,62392,62414, 4
737,62380,62383,62414, 5
749,62400,62408,62415, 1
734,62376,62376,62417, 3
748,62400,62400,62422, 4
746,62395,62395,62422, 1
752,62403,62406,62423, 3
736,62380,62381,62425, 4
741,62388,62388,62430, 2
756,62416,62418,62430, 2
758,62416,62424,62431, 1
742,62389,62389,62433, 3
755,62411,62412,62434, 4
731,62374,62374,62438, 4
738,62381,62397,62439, 6
740,62382,62398,62441, 4
762,62427,62427,62444, 3
754,62407,62409,62446, 3
759,62417,62417,62449, 3
761,62425,62433,62450, 3
763,62432,62432,62454, 4
745,62394,62394,62456, 4
764,62432,62440,62457, 3
767,62441,62441,62459, 3
743,62391,62424,62460, 6
751,62403,62434,62464, 4
765,62433,62433,62467, 5
750,62401,62433,62467, 6
705,62327,62327,62472, 4
769,62452,62452,62475, 3
760,62424,62451,62475, 4
768,62446,62454,62476, 4
772,62462,62462,62483, 3
747,62396,62423,62489, 4
771,62459,62459,62491, 4
773,62469,62469,62497, 3
776,62491,62491,62499, 1
775,62478,62478,62505, 4
693,62294,62294,62507, 4
770,62456,62464,62512, 5
753,62406,62486,62512, 4
774,62477,62477,62517, 3
778,62514,62514,62526, 2
777,62509,62509,62531, 4
757,62416,62495,62533, 7
766,62436,62505,62535, 5
779,62514,62514,62541, 5
780,62533,62541,62548, 1
781,62535,62535,62557, 4
782,62537,62537,62559, 4
783,62550,62550,62572, 4
784,67810,67810,67817, 1
787,67820,67820,67832, 2
788,67822,67822,67834, 2
785,67818,67818,67840, 4
786,67819,67819,67846, 5
790,67826,67826,67848, 4
793,67836,67836,67848, 2
789,67822,67822,67850, 5
792,67834,67834,67856, 4
791,67832,67832,67859, 5
796,67842,67842,67864, 4
795,67842,67842,67864, 4
794,67840,67840,67867, 5
806,67862,67862,67870, 1
798,67850,67850,67872, 4
799,67850,67865,67875, 1
804,67861,67861,67880, 2
801,67854,67854,67881, 5
809,67869,67869,67883, 2
797,67848,67856,67883, 5
805,67862,67862,67884, 4
810,67872,67872,67890, 2
819,67885,67885,67892, 1
802,67856,67856,67893, 7
803,67858,67866,67893, 5
820,67886,67886,67893, 1
800,67852,67852,67893, 4
813,67877,67884,67896, 2
808,67866,67866,67898, 5
814,67882,67882,67899, 3
811,67874,67874,67901, 4
823,67890,67890,67902, 2
815,67882,67882,67904, 4
807,67866,67874,67904, 5
817,67883,67883,67905, 4
825,67895,67895,67907, 2
826,67895,67895,67907, 2
812,67874,67883,67911, 5
821,67886,67886,67913, 4
831,67903,67903,67915, 2
830,67901,67901,67918, 3
822,67890,67908,67920, 2
816,67882,67898,67920, 4
827,67895,67895,67921, 4
832,67904,67904,67927, 4
834,67906,67906,67928, 4
833,67906,67906,67928, 4
837,67913,67913,67935, 4
838,67914,67914,67936, 4
841,67916,67916,67938, 4
824,67892,67922,67939, 2
818,67885,67907,67939, 4
844,67922,67929,67942, 2
840,67916,67916,67944, 3
828,67895,67934,67946, 2
852,67941,67941,67948, 1
850,67938,67938,67950, 2
845,67922,67922,67952, 5
848,67929,67937,67954, 3
829,67900,67943,67955, 2
843,67920,67928,67955, 5
847,67926,67926,67956, 5
856,67946,67946,67958, 2
851,67940,67940,67962, 4
859,67952,67952,67964, 2
853,67941,67941,67968, 5
861,67956,67956,67968, 2
864,67958,67958,67970, 2
835,67907,67956,67971, 2
863,67957,67957,67974, 3
857,67948,67948,67975, 5
854,67942,67942,67978, 6
862,67957,67957,67979, 4
858,67950,67950,67981, 5
868,67966,67966,67986, 3
870,67970,67970,67987, 3
869,67966,67966,67988, 4
875,67980,67980,67992, 2
873,67974,67974,67996, 4
878,67983,67983,67996, 2
867,67964,67972,68000, 5
836,67909,67966,68000, 6
879,67984,67984,68001, 3
872,67973,67973,68002, 5
866,67964,67964,68003, 6
880,67988,67988,68005, 3
874,67978,67978,68005, 5
877,67982,67982,68006, 4
839,67915,67975,68009, 5
881,67988,67988,68010, 4
886,67998,67998,68010, 2
887,67998,67998,68011, 2
876,67982,67982,68014, 6
892,68005,68005,68018, 2
882,67989,67989,68019, 4
889,68002,68002,68024, 4
893,68007,68007,68024, 3
846,67923,67999,68026, 4
842,67917,67985,68026, 5
891,68003,68003,68030, 4
896,68011,68011,68033, 4
884,67994,67994,68034, 7
904,68028,68028,68035, 1
855,67944,68027,68036, 1
900,68016,68016,68038, 2
890,68002,68002,68044, 7
849,67930,68018,68048, 5
907,68036,68036,68048, 2
894,68007,68007,68050, 5
905,68028,68028,68052, 4
903,68026,68034,68054, 3
898,68012,68012,68059, 4
865,67960,68046,68059, 2
895,68008,68008,68060, 5
860,67952,68037,68065, 5
913,68056,68056,68073, 3
910,68050,68050,68073, 4
915,68061,68061,68078, 3
871,67972,68056,68081, 4
883,67990,68065,68083, 3
917,68067,68067,68089, 4
919,68085,68085,68097, 2
885,67994,68076,68105, 5
888,67998,68085,68107, 4
918,68083,68083,68110, 5
897,68012,68096,68112, 2
899,68013,68105,68122, 3
922,68114,68114,68131, 3
921,68109,68109,68136, 5
902,68021,68125,68137, 2
920,68107,68107,68139, 6
901,68020,68116,68145, 5
923,68124,68124,68146, 4
908,68038,68135,68149, 2
924,68139,68139,68156, 3
906,68032,68134,68158, 4
926,68160,68160,68177, 3
909,68040,68151,68178, 5
925,68147,68147,68179, 6
912,68052,68169,68188, 3
911,68050,68160,68192, 6
916,68062,68188,68202, 2
914,68061,68178,68206, 5
927,68180,68180,68212, 6
928,68190,68190,68217, 5
931,68208,68208,68220, 2
930,68204,68204,68226, 4
929,68194,68194,68231, 7
932,74910,74910,74927, 3
934,74929,74930,74937, 1
933,74929,74929,74941, 2
935,74929,74935,74947, 2
937,74929,74941,74953, 2
936,74929,74936,74958, 4
950,74949,74949,74961, 2
938,74929,74942,74962, 3
939,74929,74947,74969, 4
941,74929,74953,74970, 3
952,74960,74960,74972, 2
949,74943,74951,74974, 4
951,74955,74955,74980, 4
940,74929,74951,74982, 5
954,74971,74971,74984, 2
942,74929,74959,74986, 5
944,74929,74965,74988, 4
953,74964,74964,74990, 3
956,74976,74976,74993, 3
943,74929,74961,74997, 6
945,74929,74971,74998, 5
955,74972,74972,74999, 5
957,74984,74984,75001, 3
948,74939,74981,75007, 3
946,74929,74972,75007, 6
958,74988,74988,75009, 3
947,74929,74977,75018, 7
960,74999,74999,75021, 4
959,74990,74990,75022, 6
961,75000,75000,75031, 5
962,75009,75009,75032, 4
963,75020,75020,75047, 5
964,84414,84414,84431, 3
966,84433,84434,84441, 1
965,84433,84433,84445, 2
967,84433,84439,84451, 2
968,84433,84440,84452, 2
969,84433,84445,84462, 3
982,84453,84453,84465, 2
970,84433,84446,84471, 4
972,84433,84455,84473, 3
981,84447,84455,84477, 4
983,84454,84456,84478, 4
973,84433,84461,84483, 4
971,84433,84451,84485, 5
985,84473,84473,84487, 2
984,84464,84464,84488, 3
987,84479,84479,84496, 3
976,84433,84474,84496, 4
974,84433,84462,84498, 5
975,84433,84467,84500, 6
986,84475,84475,84502, 5
989,84487,84487,84504, 3
977,84433,84477,84505, 5
980,84443,84487,84510, 3
988,84485,84485,84512, 4
978,84433,84480,84513, 6
991,84500,84500,84518, 3
992,84502,84502,84524, 4
979,84433,84484,84528, 7
990,84498,84498,84530, 6
993,84507,84507,84534, 5
994,84515,84515,84540, 4
995,84530,84530,84557, 5
997,84618,84618,84630, 2
996,84612,84612,84639, 5
999,84630,84630,84647, 3
